claim_id,surface,atomic_claim,claim_type,verification_status,release_status,warrant,resolution_action
A113,manuscript/sections/05-axiom-minimality.tex,The check that told them apart is worth more here than the axiom it removed.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A114,manuscript/sections/05-axiom-minimality.tex,The criterion was corrected in stages because each earlier version could turn a fact about search into a claim about an axiom.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A115,manuscript/sections/05-axiom-minimality.tex,Counting any theorem that stopped being proved credited an axiom when the solver returned unknown.,formal_or_scope,UNRESOLVED,withhold,manuscript or current evidence record explicitly withholds authority,withhold from submission-ready state
A116,manuscript/sections/05-axiom-minimality.tex,"Requiring an actual countermodel removed that error, but an open model search was unstable.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A117,manuscript/sections/05-axiom-minimality.tex,"Bounding discovery to at most four nodes did not remove the instability: CI run 32927946106 reported the edge restriction only intermittently, and run 32946736266 returned unknown for its known one-node witness under full-suite load, cascading to four P6 test failures.",quantitative,UNRESOLVED,withhold,manuscript or current evidence record explicitly withholds authority,withhold from submission-ready state
A118,manuscript/sections/05-axiom-minimality.tex,Both adverse runs remain failure provenance; neither showed the condition inert.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A119,manuscript/sections/05-axiom-minimality.tex,The current measurement no longer discovers a witness.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A120,manuscript/sections/05-axiom-minimality.tex,"It verifies one pinned, fully specified exact-domain countermodel for each condition.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A121,manuscript/sections/05-axiom-minimality.tex,"Without coordinate support, a two-node world has an unchanged non-coordinate certificate, one changed coordinate, identity reachability and no edges; this refutes withdrawal by any damage.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A122,manuscript/sections/05-axiom-minimality.tex,"Without the edge restriction, a one-node world has a non-coordinate certificate with a self-edge; this refutes the derived claim that the certificate supports nothing.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A123,manuscript/sections/05-axiom-minimality.tex,"Without certificate non-coordinateness, a one-node world makes the changed certificate itself a coordinate with a self-edge; because changed nodes are not reopened, this again refutes withdrawal.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A124,manuscript/sections/05-axiom-minimality.tex,All three tables use reflexive reachability and zero ranks.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A125,manuscript/sections/05-axiom-minimality.tex,"The solver checks the remaining axioms, the exact domain, every table entry and the negated named theorem.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A126,manuscript/sections/05-axiom-minimality.tex,"A certificate is credited only when every repeated check returns an actual countermodel; unknown remains CANNOT\_CHECK, and an invalid supplied model is a failed certificate rather than evidence of inertness.",formal_or_scope,UNRESOLVED,withhold,manuscript or current evidence record explicitly withholds authority,withhold from submission-ready state
A127,manuscript/sections/05-axiom-minimality.tex,These certificates establish local logical necessity relative to this formalization and theorem set only.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A128,manuscript/sections/05-axiom-minimality.tex,They were written and checked in the same lane.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A129,manuscript/sections/05-axiom-minimality.tex,External or independent validation remains CANNOT\_CHECK under P6-U-T4; the certificates provide neither empirical evidence nor external scientific authority.,formal_or_scope,UNRESOLVED,withhold,manuscript or current evidence record explicitly withholds authority,withhold from submission-ready state
A130,manuscript/sections/06-bounded-general-statement.tex,Bounded general statement,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A131,manuscript/sections/06-bounded-general-statement.tex,"Strong execution, action, workflow and attestation certificates can be composed and preserved as lower-level objects across change in a dynamic scientific state, but preservation of scientific standing requires an explicit lift across claim-specific semantic obligations; a scientifically material change reopens exactly the coordinates reachable from it, and revalidating precisely those restores the lift while any proper subset of them does not.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A132,manuscript/sections/06-bounded-general-statement.tex,The separation and propagation halves of that statement hold at any size.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A133,manuscript/sections/06-bounded-general-statement.tex,"The five registered lift coordinates and five donor families are an instance of it, recovered rather than assumed.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A134,manuscript/sections/07-limits.tex,The lift coordinates are not claimed to be universally minimal.,formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A135,manuscript/sections/07-limits.tex,"No claim is made that existing certificate systems fail their native goals, or that any formal result here establishes utility for a deployed system; nothing in this paper is an empirical claim.",formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A136,manuscript/sections/07-limits.tex,Two limits travel with the mechanization.,formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A137,manuscript/sections/07-limits.tex,"Reachability is axiomatised rather than defined, because transitive closure is not first-order definable, so the theorems are relative to that axiomatisation --- the well-founded rank included.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A138,manuscript/sections/07-limits.tex,"And the interpretation connecting the bounded model to the general theorems was written alongside the model it interprets; its frame conditions are shown to be load-bearing and its counts are produced by an implementation checked against the theorems, but no reviewer outside that lane has examined either --- and, as recorded above, those counts are consistent with three graphs other than the one claimed.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A139,manuscript/sections/07-limits.tex,"Independent proof review remains outstanding, and the withdrawal above of a ``second implementation'' that could not disagree is the reason to be exact about it.",formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A140,manuscript/sections/07-limits.tex,Naming what stands in review's place is the other half of that disclosure.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A141,manuscript/sections/07-limits.tex,"The mechanized results are only as strong as the code that had to be correct for them to hold, and that code is not hypothetical: it is five in-repository kernel modules --- orion.core.claims, orion.programme.guard\_exercise, orion.programme.identity, orion.programme.records and orion.programme.refutation\_capacity --- together with the Z3 solver the checks defer to.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A142,manuscript/sections/07-limits.tex,Z3 is not reviewed here and its correctness is assumed.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A143,manuscript/sections/07-limits.tex,"This list is not written by hand; it is the transitive import closure of the formal executables, recomputed by orion.programme.p6\_trusted\_base, which fails closed if the disclosure and the imports diverge.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A144,manuscript/sections/07-limits.tex,"A trusted base stated once and left to drift would be a worse disclosure than none, because it would read as current.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A145,manuscript/sections/07-limits.tex,"Finally, the naturalistic question is untouched.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A146,manuscript/sections/07-limits.tex,"No multi-domain corpus of real changes --- code patches, dataset revisions, model revisions, analysis changes, instrument recalibrations, manuscript claim revisions --- has been assembled, so no claim is made about revalidation cost saved against revalidating everything or against dependency-graph-only propagation.",formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A147,manuscript/sections/08-conclusion.tex,"The strongest version of this result is not a rejection of existing certificate systems; it is a way to use them more completely, and V5's contribution is that the way is now proved rather than enumerated.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A148,manuscript/sections/08-conclusion.tex,"Runtime proof, certified traces, portable action receipts, workflow signatures, provenance and execution attestation remain valuable and reusable after absorption into a scientific stack.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A149,manuscript/sections/08-conclusion.tex,"What the lifting semantics adds is a typed bridge from operational certificates to scientific standing, together with soundness, completeness and minimality results for what a change reopens --- at any size, with the bounded model of V4 as one instance.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A150,manuscript/sections/08-conclusion.tex,"Three of V4's seven reported quantities are withdrawn here, and the check that was supposed to validate change propagation is shown to have asserted tautologies.",formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A151,manuscript/sections/08-conclusion.tex,The result is a smaller set of claims held more firmly.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A152,manuscript/sections/08-conclusion.tex,That exchange is the point of the exercise.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A153,manuscript/bibliography.bib,"@articledoyle1979, author = Doyle, Jon, title = A truth maintenance system, journal = Artificial Intelligence, volume = 12, number = 3, pages = 231--272, year = 1979, doi = 10.1016/0004-3702(79)90008-0",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A154,manuscript/bibliography.bib,"@articledekleer1986a, author = de Kleer, Johan, title = An assumption-based TMS, journal = Artificial Intelligence, volume = 28, number = 2, pages = 127--162, year = 1986, doi = 10.1016/0004-3702(86)90080-9",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A155,manuscript/bibliography.bib,"@articledekleer1986b, author = de Kleer, Johan, title = Extending the ATMS, journal = Artificial Intelligence, volume = 28, number = 2, pages = 163--196, year = 1986, doi = 10.1016/0004-3702(86)90081-0",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A156,manuscript/bibliography.bib,"@articleagm1985, author = Alchourr\'on, Carlos E. and G\""ardenfors, Peter and Makinson, David, title = On the logic of theory change: partial meet contraction and revision functions, journal = Journal of Symbolic Logic, volume = 50, number = 2, year = 1985",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A157,manuscript/bibliography.bib,"@bookdel2007, author = van Ditmarsch, Hans and van der Hoek, Wiebe and Kooi, Barteld, title = Dynamic Epistemic Logic, publisher = Springer, year = 2007, doi = 10.1007/978-1-4020-5839-4",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A158,manuscript/bibliography.bib,"@inproceedingsacar2002, author = Acar, Umut A. and Blelloch, Guy E. and Harper, Robert, title = Adaptive functional programming, booktitle = POPL, year = 2002",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A159,manuscript/bibliography.bib,"@miscetas2026, author = Tan, H. and Wang, Y. and Zhang, P. and Li, S. and Shen, J., title = ETAS: An effect-typed language for agent systems, note = arXiv:2607.17780, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A160,manuscript/bibliography.bib,"@miscfava2026, author = Zhang, Y. and Zhao, X. and Liu, S. and Lou, H. and Cheng, G. and Liu, C., title = FAVA: Formal authorization for verified agents with evidence-backed permission graphs, note = arXiv:2607.27267, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A161,manuscript/bibliography.bib,"@miscagenttether2026, author = Zhao, C. and others, title = AgentTether: Graph-guided diagnosis and runtime intervention for reliable LLM agent operation, note = arXiv:2607.06273, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A162,manuscript/bibliography.bib,"@miscrollback2026, author = Yu, C. and others, title = From faulty memories to corrected actions: dependency-guided rollback repair for memory-augmented agents, note = arXiv:2608.10502, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A163,manuscript/bibliography.bib,"@miscboardroom2026, key = BoardroomAI, title = BoardroomAI: Dependency-aware human-steerable multi-agent deliberation through evolving decision graphs, note = arXiv:2608.13046, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A164,manuscript/bibliography.bib,"@miscvalidation2026, key = Validation Evidence, title = Validation evidence in LLM repair agents: How much of what passes actually tests the bug?, note = arXiv:2607.28871, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A165,manuscript/bibliography.bib,"@miscaeb2026, key = Action Evidence Boundary, title = Action Evidence Boundary for Consequential Agent Effects, note = IETF Internet-Draft, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
A166,manuscript/bibliography.bib,"@miscaec2026, key = Authorization Evidence Chains, title = Authorization Evidence Chains, note = IETF Internet-Draft, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; source entailment not reverified in this closeout,verify primary source metadata and exact manuscript entailment
