claim_id,surface,atomic_claim,claim_type,verification_status,release_status,warrant,resolution_action
A110,manuscript/bibliography.bib,"@inproceedingsbanihashemi2017, author = Banihashemi, Bita and De Giacomo, Giuseppe and Lesp\'erance, Yves, title = Abstraction in situation calculus action theories, booktitle = AAAI, year = 2017, doi = 10.1609/aaai.v31i1.10693",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A111,manuscript/bibliography.bib,"@inproceedingsdong2025, author = Dong, H. and Shi, Z. and Zeng, H. and Liu, Y., title = An automatic sound and complete abstraction method for generalized planning with baggable types, booktitle = AAAI, pages = 14875--14884, year = 2025, doi = 10.1609/aaai.v39i14.33631",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A112,manuscript/bibliography.bib,"@miscsaga2025, author = Du, Y. and others, title = Accelerating scientific discovery with autonomous goal-evolving agents, note = arXiv:2512.21782, year = 2025",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A113,manuscript/bibliography.bib,"@miscsewm2026, author = Zhang, X. and others, title = Self-evolving world models for LLM agent planning, note = arXiv:2606.30639, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A114,manuscript/bibliography.bib,"@miscgwm2026, author = Liu, J. and others, title = Graph world models: Concepts, taxonomy, and future directions, note = arXiv:2604.27895, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A115,manuscript/bibliography.bib,"@miscnarrow2026, author = Tang, Y. and Yang, Y., title = AI research agents narrow scientific exploration, note = arXiv:2605.27905, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A116,manuscript/bibliography.bib,"@misccategorical2026, author = Wang, F. Y. and Buehler, M. J., title = Self-revising discovery systems for science: A categorical framework for agentic artificial intelligence, note = arXiv:2606.01444, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A117,manuscript/bibliography.bib,"@miscsheaf2026, author = Olivieri, D. N. and Hern\'andez, R. J., title = Sheaf-theoretic transport and obstruction for detecting scientific theory shift in AI agents, note = arXiv:2605.14033, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A118,manuscript/bibliography.bib,"@miscintent2026, author = Armesto, M. and Kolb, C., title = Toward a science of intent: Closure gaps and delegation envelopes for open-world AI agents, note = arXiv:2604.25000, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A119,manuscript/bibliography.bib,"@miscvigil2026, author = Chen, Y. and others, title = Done, But Not Sure: Disentangling world completion from self-termination in embodied agents, note = arXiv:2605.08747, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
A120,manuscript/bibliography.bib,"@miscautoresearch2026, key = AutoResearch AI, title = AutoResearch AI: Towards AI-powered research automation for scientific discovery, note = arXiv:2605.23204, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify source and residual novelty
