claim_id,surface,atomic_claim,claim_type,verification_status,release_status,warrant,resolution_action
A113,manuscript/sections/07-mechanized-core.tex,"The donor axis is a replication factor here exactly as it is in the 39,936 evaluations, and here it is squared.",quantitative,VERIFIED,retain,mechanized adverse correction,retain correction and remove contradicted breadth
A114,manuscript/sections/07-mechanized-core.tex,Nothing heterogeneous is exercised.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A115,manuscript/sections/07-mechanized-core.tex,"The state the chain claim evaluates has all five type coordinates agreeing, which by the interpretation puts both donors in one domain; the hop is then a reach by reflexivity and no conversion is ever consulted.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A116,manuscript/sections/07-mechanized-core.tex,"Read the thirteen families as type-distinct, so that a cross-family hop crosses a type boundary unless a protected bridge is registered, and the same committed rule returns 13 compositions rather than 169.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A117,manuscript/sections/07-mechanized-core.tex,Registering every cross-family bridge returns 169 again.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A118,manuscript/sections/07-mechanized-core.tex,The published number therefore records the reading under which no two of the thirteen donor families differ in scientific type --- which is the reading under which the chain is not heterogeneous.,formal_or_scope,VERIFIED,retain,mechanized adverse correction,retain correction and remove contradicted breadth
A119,manuscript/sections/07-mechanized-core.tex,Neither published count tests the interpretation.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A120,manuscript/sections/07-mechanized-core.tex,"All eight wrong composition operators tried reproduce 169 successes exactly, and six of the eight also reproduce the 169 widening countermodels.",quantitative,VERIFIED,retain,mechanized adverse correction,retain correction and remove contradicted breadth
A121,manuscript/sections/07-mechanized-core.tex,"What separates them is an exhaustive identity checked through the committed rule on 36,864 representative pairs, which stand in exactly for all 9,437,184 pairs of X4 states: a composed chain discharges when and only when both of its hops do.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A122,manuscript/sections/07-mechanized-core.tex,"Every one of the eight wrong operators breaks it, and the shipped rule satisfies it with no exception.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A123,manuscript/sections/07-mechanized-core.tex,None of the above has been checked by anyone outside the lane that wrote it.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A124,manuscript/sections/07-mechanized-core.tex,"Independent formal review and independent systems reproduction remain open, and no empirical claim is made or supported here.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A125,manuscript/sections/08-wider-claim.tex,"P8 composes modern action authorization, delegation provenance, heterogeneous authorization receipts, cross-domain authority relations, typed verifier certificates, scientific release gates, claim-evidence chains, research harnesses, claim adjudication and evidence-ledger review into a common scientific-discharge calculus.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A126,manuscript/sections/08-wider-claim.tex,"Local donor authority remains intact, while authority to establish a scientific conclusion propagates only through typed non-widening chains or protected coercions, fail-closed blocker semantics and surviving complete support families.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A127,manuscript/sections/08-wider-claim.tex,This is deliberately wider than the V2.1 slogan that generic permission differs from scientific permission.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A128,manuscript/sections/08-wider-claim.tex,The local authority mechanisms are absorbed; the paper's contribution is the cross-domain composition/lifting relation among them.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A129,manuscript/sections/09-limits.tex,"V3 does not claim novelty for any of the thirteen donor mechanisms, universal minimality of the five type coordinates, deployed-agent superiority, a public full-manuscript release gate, or global literature saturation.",formal_or_scope,VERIFIED,retain,explicit adverse/scope boundary,retain boundary
A130,manuscript/sections/09-limits.tex,"It does not claim that the 169 chain compositions measure heterogeneity, that they are 169 results rather than one replicated, or that reproducing them validates any interpretation of the calculus; the mechanized section above states what each of those numbers was found to carry.",quantitative,VERIFIED,retain,explicit adverse/scope boundary,retain boundary
A131,manuscript/sections/09-limits.tex,Native authorization failure is not scientific refutation.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A132,manuscript/sections/09-limits.tex,The ideal equally typed decentralized product ties exactly.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A133,manuscript/sections/10-conclusion.tex,Replacement conclusion for V3,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A134,manuscript/sections/10-conclusion.tex,P8's strongest form is a composition theory rather than another authorization gate.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A135,manuscript/sections/10-conclusion.tex,"Modern agent systems already provide serious local authority: permission graphs, proof-carrying actions, delegation chains, typed verifier certificates, receipt composition, domain scientific release, claim-evidence verification, research harnesses, and evidence-ledger adjudication.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A136,manuscript/sections/10-conclusion.tex,ORION should use those mechanisms rather than rebuild weaker versions of them.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A137,manuscript/sections/10-conclusion.tex,"The missing interface is the authority relation between these local judgments and a target scientific obligation that may differ in domain, kind, scope, content, or epoch.",formal_or_scope,UNRESOLVED,withhold,current evidence explicitly withholds authority,withhold
A138,manuscript/sections/10-conclusion.tex,P8 makes that relation explicit.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A139,manuscript/sections/10-conclusion.tex,"Scientific authority is non-widening by default, transformable only by protected coercion, fail-closed under unresolved blockers, exactly revocable across alternative complete support families, and compositionally reusable across heterogeneous donor systems.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A140,manuscript/sections/10-conclusion.tex,"An equally typed decentralized implementation has the same expressive power, which keeps the contribution architectural and semantic rather than brand-dependent.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A141,manuscript/sections/10-conclusion.tex,science terminal:\\ P8_CROSS_DOMAIN_SCIENTIFIC_AUTHORITY_COMPOSITION_SUPPORTED__13_DONOR_FORMAL_ENVELOPE__IDEAL_PRODUCT_EQUIVALENT.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme formalization/checker or finite gold,independent review or bounded claim required
A142,manuscript/bibliography.bib,"@inproceedingsucon2002, author = Park, Jaehong and Sandhu, Ravi, title = Towards usage control models: beyond traditional access control, booktitle = SACMAT, pages = 57--64, year = 2002, doi = 10.1145/507711.507722",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A143,manuscript/bibliography.bib,"@articleucon2004, author = Park, Jaehong and Sandhu, Ravi, title = The UCONABC usage control model, journal = ACM Transactions on Information and System Security, volume = 7, number = 1, pages = 128--174, year = 2004, doi = 10.1145/984334.984339",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A144,manuscript/bibliography.bib,"@articlesecpal2010, author = Becker, Moritz Y. and Fournet, C\'edric and Gordon, Andrew D., title = SecPAL: design and semantics of a decentralized authorization language, journal = Journal of Computer Security, volume = 18, number = 4, pages = 619--665, year = 2010, doi = 10.3233/JCS-2009-0364",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A145,manuscript/bibliography.bib,"@miscetas2026, author = Tan, H. and Wang, Y. and Zhang, P. and Li, S. and Shen, J., title = ETAS: An effect-typed language for agent systems, note = arXiv:2607.17780, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A146,manuscript/bibliography.bib,"@miscfava2026, author = Zhang, Y. and Zhao, X. and Liu, S. and Lou, H. and Cheng, G. and Liu, C., title = FAVA: Formal authorization for verified agents with evidence-backed permission graphs, note = arXiv:2607.27267, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A147,manuscript/bibliography.bib,"@miscagentbound2026, author = Kaul, A. and Lan, Q. and Gupta, P., title = AgentBound: verifiable behavioral governance for autonomous AI agents, note = arXiv:2606.30970, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A148,manuscript/bibliography.bib,"@miscpropagation2026, author = Tallam, K., title = Authorization propagation in multi-agent AI systems: identity governance as infrastructure, note = arXiv:2605.05440, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A149,manuscript/bibliography.bib,"@miscabstain2026, author = Liu, X. and others, title = AgentAbstain: Do LLM agents know when not to act?, note = arXiv:2607.10059, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A150,manuscript/bibliography.bib,"@miscprovguard2026, author = Alvarez, A. and Rajan, S. and Mugel, S. and Or\'us, R., title = ProvenanceGuard: source-aware factuality verification for MCP-based LLM agents, note = arXiv:2606.18037, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A151,manuscript/bibliography.bib,"@miscsagefin2026, author = Tang, R. and Liu, Q. and Zhang, Y. and Wang, Y. and Chen, X. and Dong, C., title = Context Is Not Authority: Structured runtime governance for financial market agents, note = arXiv:2608.09025, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A152,manuscript/bibliography.bib,"@miscsteerbench2026, author = Serdar, O. and Mertayak, C., title = SteerBench-Work: A benchmark for agent steering at action boundaries, note = arXiv:2608.12654, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A153,manuscript/bibliography.bib,"@miscaeb2026, key = Action Evidence Boundary, title = Action Evidence Boundary for Consequential Agent Effects, note = IETF Internet-Draft, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
A154,manuscript/bibliography.bib,"@miscaec2026, key = Authorization Evidence Chains, title = Authorization Evidence Chains, note = IETF Internet-Draft, year = 2026",literature,NOT_ASSESSABLE,withhold,bibliographic record present; current source entailment not reverified,verify primary source and residual
